weather,temp,atemp,humidity,windspeed,holiday,workingday,season,hour,dow,year,ideal,log-registered,log-casual
1,31.16,36.365,70,16.9979,0,1,3,16,2,2011,1,5.389071729816501,4.060443010546419
1,31.98,37.12,59,15.0013,0,1,3,17,2,2011,1,6.249975242259483,4.382026634673881
1,31.16,35.605,62,12.998,0,1,3,18,2,2011,1,6.18826412308259,4.356708826689592
1,30.34,34.85,70,15.0013,0,1,3,19,2,2011,1,5.780743515792329,4.276666119016055
1,29.52,34.85,74,16.9979,0,1,3,20,2,2011,1,5.552959584921617,4.02535169073515
1,28.7,33.335,79,12.998,0,1,3,21,2,2011,1,5.170483995038151,4.204692619390966
1,28.7,33.335,79,12.998,0,1,3,22,2,2011,1,5.056245805348308,3.4339872044851463
1,27.88,31.82,83,15.0013,0,1,3,23,2,2011,1,4.3694478524670215,3.044522437723423
1,27.06,29.545,89,8.9981,0,1,3,0,3,2011,1,3.4011973816621555,1.9459101490553132
1,27.06,29.545,89,12.998,0,1,3,1,3,2011,1,2.70805020110221,1.0986122886681098
1,27.06,29.545,89,12.998,0,1,3,2,3,2011,1,2.0794415416798357,0.6931471805599453
1,26.24,28.03,94,7.0015,0,1,3,3,3,2011,0,1.0986122886681098,1.0986122886681098
1,26.24,28.79,89,7.0015,0,1,3,4,3,2011,0,1.6094379124341003,0.0
1,26.24,28.79,89,7.0015,0,1,3,5,3,2011,0,3.4339872044851463,1.0986122886681098
2,26.24,28.79,89,8.9981,0,1,3,6,3,2011,0,4.68213122712422,2.4849066497880004
2,27.06,29.545,89,7.0015,0,1,3,7,3,2011,1,5.634789603169249,2.6390573296152584
2,28.7,33.335,79,12.998,0,1,3,8,3,2011,1,6.030685260261263,3.367295829986474
1,30.34,34.85,70,11.0014,0,1,3,9,3,2011,1,5.043425116919247,3.258096538021482
1,31.98,37.12,62,0.0,0,1,3,10,3,2011,1,4.290459441148391,3.4011973816621555
1,33.62,38.635,52,8.9981,0,1,3,11,3,2011,1,4.727387818712341,3.4339872044851463
1,34.44,38.635,41,0.0,0,1,3,12,3,2011,1,4.941642422609304,3.4965075614664802
1,35.26,39.395,41,0.0,0,1,3,13,3,2011,1,4.68213122712422,3.8918202981106265
1,35.26,39.395,41,16.9979,0,1,3,14,3,2011,1,4.804021044733257,3.6888794541139363
1,35.26,39.395,41,16.9979,0,1,3,15,3,2011,1,4.787491742782046,3.871201010907891
1,35.26,38.635,39,15.0013,0,1,3,16,3,2011,1,5.389071729816501,3.871201010907891
1,35.26,37.88,36,16.9979,0,1,3,17,3,2011,1,6.194405391104672,4.394449154672439
1,34.44,37.88,44,19.9995,0,1,3,18,3,2011,1,6.20050917404269,4.2626798770413155
1,33.62,38.635,52,19.0012,0,1,3,19,3,2011,1,5.659482215759621,4.382026634673881
1,31.16,35.605,58,23.9994,0,1,3,20,3,2011,1,5.41610040220442,4.127134385045092
1,30.34,34.09,62,11.0014,0,1,3,21,3,2011,1,5.14166355650266,3.6888794541139363
1,30.34,34.09,62,11.0014,0,1,3,22,3,2011,1,5.017279836814924,3.4965075614664802
1,29.52,34.09,66,0.0,0,1,3,23,3,2011,1,4.59511985013459,3.4657359027997265
1,30.34,34.85,66,7.0015,0,1,3,0,4,2011,1,3.7376696182833684,1.9459101490553132
1,29.52,34.85,79,0.0,0,1,3,1,4,2011,1,3.258096538021482,2.302585092994046
2,28.7,33.335,74,11.0014,0,1,3,2,4,2011,1,2.5649493574615367,2.3978952727983707
1,27.88,31.82,79,7.0015,0,1,3,3,4,2011,1,1.6094379124341003,1.0986122886681098
1,28.7,33.335,79,16.9979,0,1,3,4,4,2011,1,1.6094379124341003,2.0794415416798357
1,27.88,31.82,79,16.9979,0,1,3,5,4,2011,1,3.2188758248682006,1.3862943611198906
1,28.7,33.335,74,7.0015,0,1,3,6,4,2011,1,4.5217885770490405,2.4849066497880004
2,28.7,33.335,79,12.998,0,1,3,7,4,2011,1,5.713732805509369,3.4339872044851463
2,29.52,34.85,74,16.9979,0,1,3,8,4,2011,1,6.045005314036012,3.6109179126442243
2,31.16,36.365,70,19.9995,0,1,3,9,4,2011,1,5.356586274672012,3.4339872044851463
2,30.34,34.85,70,23.9994,0,1,3,10,4,2011,1,4.6913478822291435,3.4339872044851463
2,30.34,35.605,74,16.9979,0,1,3,11,4,2011,1,4.653960350157523,4.127134385045092
2,31.16,36.365,70,19.0012,0,1,3,12,4,2011,1,5.10594547390058,3.912023005428146
2,31.98,37.88,66,19.0012,0,1,3,13,4,2011,1,5.170483995038151,4.007333185232471
2,32.8,39.395,63,23.9994,0,1,3,14,4,2011,1,5.099866427824199,3.9889840465642745
2,32.8,39.395,63,23.9994,0,1,3,15,4,2011,1,4.634728988229636,3.6888794541139363
3,27.88,31.82,83,30.0026,0,1,3,16,4,2011,0,4.663439094112067,3.332204510175204
3,27.06,29.545,89,30.0026,0,1,3,17,4,2011,0,5.087596335232384,1.9459101490553132
1,27.06,30.305,83,6.0032,0,1,3,18,4,2011,1,5.641907070938114,3.58351893845611
1,27.06,30.305,83,6.0032,0,1,3,19,4,2011,1,5.420534999272286,3.828641396489095
1,27.06,30.305,83,11.0014,0,1,3,20,4,2011,1,5.3981627015177525,3.4339872044851463
2,27.06,30.305,83,16.9979,0,1,3,21,4,2011,1,5.0689042022202315,3.8501476017100584
2,27.06,30.305,78,12.998,0,1,3,22,4,2011,1,4.919980925828125,3.5263605246161616
2,27.06,30.305,78,6.0032,0,1,3,23,4,2011,1,4.718498871295094,3.713572066704308
2,27.06,30.305,83,8.9981,0,0,3,0,5,2011,1,4.51085950651685,3.4657359027997265
2,26.24,28.79,89,7.0015,0,0,3,1,5,2011,0,3.8918202981106265,1.791759469228055
1,26.24,28.79,89,11.0014,0,0,3,2,5,2011,0,3.784189633918261,2.5649493574615367
1,26.24,28.79,89,8.9981,0,0,3,3,5,2011,0,3.1780538303479458,2.0794415416798357
1,26.24,28.79,83,15.0013,0,0,3,4,5,2011,0,1.6094379124341003,1.0986122886681098
2,25.42,28.03,88,11.0014,0,0,3,5,5,2011,0,2.4849066497880004,1.6094379124341003
2,26.24,28.79,83,12.998,0,0,3,6,5,2011,0,3.332204510175204,2.4849066497880004
1,27.06,30.305,78,12.998,0,0,3,7,5,2011,1,3.9318256327243257,3.091042453358316
1,28.7,32.575,70,16.9979,0,0,3,8,5,2011,1,4.74493212836325,4.23410650459726
1,30.34,34.09,58,19.0012,0,0,3,9,5,2011,1,5.14166355650266,4.356708826689592
1,31.16,34.85,52,11.0014,0,0,3,10,5,2011,1,5.181783550292085,4.477336814478207
1,31.98,34.85,46,19.9995,0,0,3,11,5,2011,1,5.247024072160486,4.624972813284271
1,32.8,36.365,46,16.9979,0,0,3,12,5,2011,1,5.402677381872279,4.983606621708336
1,33.62,37.12,41,15.0013,0,0,3,13,5,2011,1,5.521460917862246,5.123963979403259
1,34.44,37.12,36,8.9981,0,0,3,14,5,2011,1,5.375278407684165,5.0689042022202315
1,34.44,36.365,34,6.0032,0,0,3,15,5,2011,1,5.3981627015177525,5.209486152841421
1,33.62,36.365,38,0.0,0,0,3,16,5,2011,1,5.5053315359323625,5.147494476813453
1,34.44,36.365,32,0.0,0,0,3,17,5,2011,1,5.488937726156687,5.081404364984463
1,33.62,36.365,36,7.0015,0,0,3,18,5,2011,1,5.5093883366279774,4.890349128221754
1,31.16,34.85,55,11.0014,0,0,3,19,5,2011,1,5.187385805840755,4.859812404361672
1,31.16,35.605,58,15.0013,0,0,3,20,5,2011,1,5.225746673713202,4.867534450455582
1,30.34,34.09,58,11.0014,0,0,3,21,5,2011,1,5.049856007249537,4.430816798843313
1,29.52,34.09,62,11.0014,0,0,3,22,5,2011,1,5.043425116919247,4.110873864173311
1,29.52,33.335,58,12.998,0,0,3,23,5,2011,1,4.543294782270004,3.871201010907891
1,28.7,32.575,61,11.0014,0,0,3,0,6,2011,1,4.727387818712341,3.7612001156935624
1,28.7,32.575,61,8.9981,0,0,3,1,6,2011,1,4.553876891600541,2.995732273553991
1,27.88,31.82,69,6.0032,0,0,3,2,6,2011,1,4.23410650459726,3.367295829986474
1,27.06,31.06,74,6.0032,0,0,3,3,6,2011,1,2.995732273553991,1.9459101490553132
1,27.06,31.06,69,6.0032,0,0,3,4,6,2011,1,1.791759469228055,0.0
1,27.06,31.06,74,0.0,0,0,3,5,6,2011,1,2.3978952727983707,2.0794415416798357
1,26.24,29.545,78,6.0032,0,0,3,6,6,2011,0,2.8903717578961645,2.1972245773362196
1,28.7,32.575,70,6.0032,0,0,3,7,6,2011,1,3.6635616461296463,3.332204510175204
1,29.52,34.09,66,0.0,0,0,3,8,6,2011,1,4.189654742026425,3.332204510175204
1,30.34,34.85,66,6.0032,0,0,3,9,6,2011,1,4.68213122712422,4.143134726391533
1,31.16,34.85,55,8.9981,0,0,3,10,6,2011,1,5.159055299214529,4.564348191467836
1,31.98,36.365,55,12.998,0,0,3,11,6,2011,1,5.181783550292085,4.709530201312334
1,33.62,37.88,46,19.0012,0,0,3,12,6,2011,1,5.501258210544727,4.897839799950911
1,32.8,36.365,46,19.9995,0,0,3,13,6,2011,1,5.43372200355424,4.941642422609304
1,33.62,37.12,41,22.0028,0,0,3,14,6,2011,1,5.429345628954441,4.812184355372417
1,34.44,37.12,39,19.0012,0,0,3,15,6,2011,1,5.393627546352362,4.962844630259907
1,34.44,37.88,41,19.0012,0,0,3,16,6,2011,1,5.501258210544727,4.859812404361672
1,34.44,37.12,36,15.0013,0,0,3,17,6,2011,1,5.384495062789089,4.990432586778736
1,33.62,37.12,43,19.0012,0,0,3,18,6,2011,1,5.407171771460119,4.955827057601261
1,32.8,37.12,49,22.0028,0,0,3,19,6,2011,1,5.214935757608986,4.795790545596741
1,31.16,34.85,55,12.998,0,0,3,20,6,2011,1,5.123963979403259,4.624972813284271
1,30.34,34.09,62,16.9979,0,0,3,21,6,2011,1,5.093750200806762,4.189654742026425
1,30.34,34.85,66,15.0013,0,0,3,22,6,2011,1,4.477336814478207,4.04305126783455
1,29.52,34.09,66,16.9979,0,0,3,23,6,2011,1,3.9889840465642745,2.995732273553991
1,28.7,32.575,65,12.998,0,1,3,0,0,2011,1,3.258096538021482,2.3978952727983707
1,28.7,32.575,61,19.0012,0,1,3,1,0,2011,1,1.791759469228055,1.791759469228055
1,28.7,32.575,61,15.0013,0,1,3,2,0,2011,1,1.6094379124341003,2.1972245773362196
1,27.88,31.82,65,11.0014,0,1,3,3,0,2011,1,2.1972245773362196,1.0986122886681098
1,27.06,31.06,74,15.0013,0,1,3,4,0,2011,1,1.6094379124341003,0.0
1,27.06,31.06,74,8.9981,0,1,3,5,0,2011,1,3.091042453358316,1.791759469228055
1,27.88,31.82,74,12.998,0,1,3,6,0,2011,1,4.634728988229636,2.995732273553991
1,28.7,33.335,74,16.9979,0,1,3,7,0,2011,1,5.66988092298052,3.367295829986474
1,30.34,34.85,66,19.0012,0,1,3,8,0,2011,1,5.955837369464831,3.58351893845611
1,31.98,37.12,59,19.9995,0,1,3,9,0,2011,1,5.123963979403259,3.7376696182833684
1,32.8,37.88,55,23.9994,0,1,3,10,0,2011,1,4.30406509320417,3.8066624897703196
1,33.62,39.395,56,19.9995,0,1,3,11,0,2011,1,4.499809670330265,3.6888794541139363
1,34.44,40.15,53,19.0012,0,1,3,12,0,2011,1,4.6913478822291435,3.713572066704308
1,35.26,40.91,50,16.9979,0,1,3,13,0,2011,1,4.787491742782046,3.1354942159291497
1,35.26,41.665,53,19.0012,0,1,3,14,0,2011,1,4.553876891600541,3.713572066704308
1,35.26,42.425,56,27.9993,0,1,3,15,0,2011,1,4.6913478822291435,3.6635616461296463
1,35.26,42.425,56,26.0027,0,1,3,16,0,2011,1,5.209486152841421,4.060443010546419
1,35.26,42.425,56,27.9993,0,1,3,17,0,2011,1,6.1224928095143865,4.0943445622221
1,35.26,41.665,53,26.0027,0,1,3,18,0,2011,1,6.030685260261263,4.060443010546419
1,34.44,41.665,59,22.0028,0,1,3,19,0,2011,1,5.683579767338681,4.394449154672439
1,29.52,34.85,74,27.9993,0,1,3,20,0,2011,1,5.272999558563747,3.7612001156935624
1,28.7,33.335,79,27.9993,0,1,3,21,0,2011,1,4.700480365792417,3.091042453358316
1,29.52,34.85,74,8.9981,0,1,3,22,0,2011,1,4.2626798770413155,3.044522437723423
1,28.7,33.335,79,8.9981,0,1,3,23,0,2011,1,3.8066624897703196,2.4849066497880004
1,28.7,33.335,79,8.9981,0,1,3,0,1,2011,1,2.995732273553991,1.3862943611198906
1,28.7,33.335,79,6.0032,0,1,3,1,1,2011,1,2.1972245773362196,1.9459101490553132
1,28.7,33.335,79,7.0015,0,1,3,2,1,2011,1,2.0794415416798357,1.0986122886681098
2,28.7,33.335,79,0.0,0,1,3,3,1,2011,1,1.9459101490553132,1.0986122886681098
1,28.7,33.335,79,11.0014,0,1,3,4,1,2011,1,1.9459101490553132,0.0
1,28.7,33.335,79,6.0032,0,1,3,5,1,2011,1,3.091042453358316,1.6094379124341003
1,30.34,34.09,58,15.0013,0,1,3,6,1,2011,1,4.634728988229636,2.6390573296152584
1,31.16,34.85,55,12.998,0,1,3,7,1,2011,1,5.71042701737487,3.4011973816621555
1,31.16,35.605,58,15.0013,0,1,3,8,1,2011,1,5.948034989180646,3.58351893845611
1,31.98,36.365,55,32.9975,0,1,3,9,1,2011,0,5.0106352940962555,3.332204510175204
1,33.62,38.635,52,11.0014,0,1,3,10,1,2011,1,4.454347296253507,3.6635616461296463
1,33.62,38.635,52,11.0014,0,1,3,11,1,2011,1,4.465908118654584,3.6888794541139363
1,35.26,39.395,44,19.9995,0,1,3,12,1,2011,1,4.836281906951478,3.6635616461296463
1,35.26,40.15,47,15.0013,0,1,3,13,1,2011,1,4.653960350157523,3.4965075614664802
1,36.9,42.425,42,19.9995,0,1,3,14,1,2011,1,4.5217885770490405,3.5263605246161616
1,36.9,42.425,42,23.9994,0,1,3,15,1,2011,1,4.718498871295094,3.6375861597263857
1,35.26,39.395,44,19.0012,0,1,3,16,1,2011,1,5.181783550292085,3.258096538021482
1,36.08,40.91,44,19.0012,0,1,3,17,1,2011,1,5.942799375126701,3.8918202981106265
1,35.26,40.15,47,19.9995,0,1,3,18,1,2011,1,6.159095388491933,3.6888794541139363
1,34.44,37.88,44,19.0012,0,1,3,19,1,2011,1,5.69035945432406,3.7612001156935624
1,33.62,37.12,43,12.998,0,1,3,20,1,2011,1,5.529429087511423,4.060443010546419
1,33.62,37.12,43,7.0015,0,1,3,21,1,2011,1,5.3471075307174685,3.912023005428146
1,32.8,36.365,46,8.9981,0,1,3,22,1,2011,1,5.017279836814924,3.8066624897703196
1,31.98,35.605,52,0.0,0,1,3,23,1,2011,1,4.0943445622221,3.044522437723423
1,31.16,35.605,62,0.0,0,1,3,0,2,2011,1,3.6375861597263857,2.302585092994046
1,31.16,34.85,55,0.0,0,1,3,1,2,2011,1,2.4849066497880004,0.6931471805599453
1,31.16,34.85,55,0.0,0,1,3,2,2,2011,1,1.3862943611198906,1.0986122886681098
1,30.34,34.09,58,12.998,0,1,3,3,2,2011,1,1.6094379124341003,0.0
1,30.34,34.09,58,16.9979,0,1,3,4,2,2011,1,1.791759469228055,0.0
1,30.34,34.09,58,12.998,0,1,3,5,2,2011,1,3.1354942159291497,1.6094379124341003
1,30.34,34.09,58,11.0014,0,1,3,6,2,2011,1,4.6443908991413725,2.9444389791664403
1,31.16,34.85,55,16.9979,0,1,3,7,2,2011,1,5.641907070938114,3.4965075614664802
1,32.8,37.12,49,16.9979,0,1,3,8,2,2011,1,6.037870919922137,3.4657359027997265
1,33.62,37.12,41,12.998,0,1,3,9,2,2011,1,5.099866427824199,3.1780538303479458
1,33.62,37.88,46,12.998,0,1,3,10,2,2011,1,4.394449154672439,3.5263605246161616
1,34.44,37.12,39,11.0014,0,1,3,11,2,2011,1,4.709530201312334,4.02535169073515
1,34.44,37.88,41,19.0012,0,1,3,12,2,2011,1,4.90527477843843,3.713572066704308
3,33.62,37.88,46,8.9981,0,1,3,13,2,2011,1,4.787491742782046,3.6888794541139363
3,33.62,37.88,46,8.9981,0,1,3,14,2,2011,1,4.499809670330265,3.332204510175204
3,26.24,28.03,94,8.9981,0,1,3,15,2,2011,0,3.5263605246161616,2.6390573296152584
2,27.06,29.545,89,0.0,0,1,3,16,2,2011,1,4.77912349311153,3.1780538303479458
1,28.7,33.335,79,0.0,0,1,3,17,2,2011,1,6.037870919922137,4.2626798770413155
1,29.52,34.85,79,8.9981,0,1,3,18,2,2011,1,6.023447592961033,3.9512437185814275
1,28.7,33.335,79,7.0015,0,1,3,19,2,2011,1,5.831882477283517,4.382026634673881
1,28.7,33.335,84,11.0014,0,1,3,20,2,2011,1,5.641907070938114,4.127134385045092
1,28.7,33.335,79,7.0015,0,1,3,21,2,2011,1,5.272999558563747,4.04305126783455
1,27.88,31.82,83,12.998,0,1,3,22,2,2011,1,4.919980925828125,3.8918202981106265
1,27.06,30.305,83,16.9979,0,1,3,23,2,2011,1,4.430816798843313,3.5263605246161616
1,27.06,31.06,69,19.9995,0,1,3,0,3,2011,1,3.4965075614664802,2.70805020110221
1,27.06,31.06,61,16.9979,0,1,3,1,3,2011,1,3.091042453358316,1.6094379124341003
1,26.24,31.06,57,19.9995,0,1,3,2,3,2011,0,2.0794415416798357,1.3862943611198906
1,25.42,31.06,57,19.9995,0,1,3,3,3,2011,0,1.791759469228055,0.6931471805599453
1,25.42,31.06,53,16.9979,0,1,3,4,3,2011,0,1.9459101490553132,0.0
1,24.6,31.06,56,15.0013,0,1,3,5,3,2011,0,3.1354942159291497,1.9459101490553132
1,24.6,30.305,60,15.0013,0,1,3,6,3,2011,0,4.762173934797756,2.70805020110221
1,25.42,31.06,53,16.9979,0,1,3,7,3,2011,0,5.7430031878094825,3.1780538303479458
1,26.24,31.06,50,23.9994,0,1,3,8,3,2011,0,6.073044534100405,3.9889840465642745
1,27.88,31.82,47,19.0012,0,1,3,9,3,2011,1,5.278114659230517,3.4011973816621555
1,28.7,31.82,42,16.9979,0,1,3,10,3,2011,1,4.564348191467836,3.4965075614664802
1,29.52,32.575,37,15.0013,0,1,3,11,3,2011,1,4.709530201312334,3.6635616461296463
1,30.34,32.575,35,16.9979,0,1,3,12,3,2011,1,5.153291594497779,3.9512437185814275
1,31.16,33.335,33,22.0028,0,1,3,13,3,2011,1,4.9344739331306915,3.6888794541139363
1,30.34,32.575,35,19.0012,0,1,3,14,3,2011,1,4.867534450455582,3.912023005428146
1,31.16,33.335,33,19.9995,0,1,3,15,3,2011,1,4.9344739331306915,3.7612001156935624
1,31.16,33.335,33,8.9981,0,1,3,16,3,2011,1,5.44673737166631,3.784189633918261
1,30.34,32.575,37,8.9981,0,1,3,17,3,2011,1,6.249975242259483,4.3694478524670215
1,29.52,32.575,42,12.998,0,1,3,18,3,2011,1,6.184148890937483,4.553876891600541
1,29.52,32.575,39,15.0013,0,1,3,19,3,2011,1,5.811140992976701,4.219507705176107
1,28.7,31.82,42,15.0013,0,1,3,20,3,2011,1,5.5909869805108565,4.406719247264253
1,27.06,31.06,50,8.9981,0,1,3,21,3,2011,1,5.318119993844216,4.07753744390572
1,26.24,31.06,57,6.0032,0,1,3,22,3,2011,0,4.90527477843843,3.7612001156935624
1,26.24,30.305,65,16.9979,0,1,3,23,3,2011,0,4.584967478670572,3.332204510175204
1,25.42,29.545,73,15.0013,0,1,3,0,4,2011,0,4.060443010546419,3.1780538303479458
1,25.42,29.545,73,12.998,0,1,3,1,4,2011,0,2.6390573296152584,2.0794415416798357
1,24.6,28.79,78,11.0014,0,1,3,2,4,2011,0,3.1354942159291497,2.833213344056216
1,24.6,29.545,73,12.998,0,1,3,3,4,2011,0,1.9459101490553132,0.6931471805599453
1,24.6,29.545,73,11.0014,0,1,3,4,4,2011,0,2.1972245773362196,1.0986122886681098
1,24.6,29.545,73,8.9981,0,1,3,5,4,2011,0,2.833213344056216,2.0794415416798357
2,24.6,29.545,73,7.0015,0,1,3,6,4,2011,0,4.6913478822291435,2.5649493574615367
1,26.24,30.305,65,7.0015,0,1,3,7,4,2011,0,5.552959584921617,2.8903717578961645
1,26.24,30.305,65,16.9979,0,1,3,8,4,2011,0,6.244166900663736,3.9318256327243257
1,27.88,31.82,54,12.998,0,1,3,9,4,2011,1,5.176149732573829,3.4657359027997265
2,27.06,31.06,61,11.0014,0,1,3,10,4,2011,1,4.68213122712422,4.0943445622221
1,28.7,32.575,54,8.9981,0,1,3,11,4,2011,1,4.927253685157205,4.30406509320417
1,28.7,32.575,48,12.998,0,1,3,12,4,2011,1,5.181783550292085,4.127134385045092
1,28.7,32.575,54,12.998,0,1,3,13,4,2011,1,5.093750200806762,4.454347296253507
1,28.7,32.575,51,12.998,0,1,3,14,4,2011,1,5.081404364984463,4.663439094112067
1,29.52,32.575,45,11.0014,0,1,3,15,4,2011,1,5.099866427824199,4.31748811353631
1,29.52,33.335,51,12.998,0,1,3,16,4,2011,1,5.583496308781699,4.574710978503383
1,30.34,33.335,42,16.9979,0,1,3,17,4,2011,1,6.182084906716632,4.653960350157523
1,29.52,32.575,45,15.0013,0,1,3,18,4,2011,1,5.978885764901122,4.634728988229636
1,28.7,31.82,45,15.0013,0,1,3,19,4,2011,1,5.638354669333745,4.74493212836325
1,28.7,32.575,51,15.0013,0,1,3,20,4,2011,1,5.529429087511423,4.532599493153256
1,27.06,31.06,54,7.0015,0,1,3,21,4,2011,1,5.231108616854587,4.330733340286331
1,27.06,31.06,57,15.0013,0,1,3,22,4,2011,1,5.030437921392435,4.276666119016055
1,26.24,31.06,61,11.0014,0,1,3,23,4,2011,0,4.844187086458591,3.7376696182833684
1,25.42,30.305,65,12.998,0,0,3,0,5,2011,0,4.23410650459726,3.7612001156935624
1,24.6,29.545,69,7.0015,0,0,3,1,5,2011,0,3.9512437185814275,3.2188758248682006
1,24.6,29.545,73,8.9981,0,0,3,2,5,2011,0,3.8918202981106265,2.3978952727983707
1,24.6,28.79,78,8.9981,0,0,3,3,5,2011,0,3.044522437723423,1.9459101490553132
1,24.6,29.545,73,6.0032,0,0,3,4,5,2011,0,2.0794415416798357,2.302585092994046
1,23.78,27.275,78,6.0032,0,0,3,5,5,2011,0,1.9459101490553132,1.6094379124341003
1,24.6,28.79,78,11.0014,0,0,3,6,5,2011,0,3.091042453358316,2.833213344056216
1,25.42,29.545,73,8.9981,0,0,3,7,5,2011,0,3.6635616461296463,2.70805020110221
1,27.06,31.06,65,11.0014,0,0,3,8,5,2011,1,4.51085950651685,3.6375861597263857
1,28.7,32.575,54,15.0013,0,0,3,9,5,2011,1,5.017279836814924,4.290459441148391
1,29.52,33.335,54,12.998,0,0,3,10,5,2011,1,5.342334251964811,4.74493212836325
1,30.34,33.335,48,15.0013,0,0,3,11,5,2011,1,5.420534999272286,5.147494476813453
1,31.16,34.09,43,19.0012,0,0,3,12,5,2011,1,5.6240175061873385,5.236441962829949
1,31.16,34.09,45,19.9995,0,0,3,13,5,2011,1,5.6240175061873385,5.402677381872279
1,30.34,33.335,45,19.9995,0,0,3,14,5,2011,1,5.4510384535657,5.308267697401205
1,31.16,34.09,45,22.0028,0,0,3,15,5,2011,1,5.4116460518550396,5.327876168789581
1,31.16,34.09,45,19.0012,0,0,3,16,5,2011,1,5.493061443340548,5.214935757608986
1,31.16,34.09,45,15.0013,0,0,3,17,5,2011,1,5.488937726156687,5.459585514144159
1,31.16,34.09,45,19.0012,0,0,3,18,5,2011,1,5.497168225293202,5.225746673713202
1,30.34,34.09,48,12.998,0,0,3,19,5,2011,1,5.493061443340548,5.10594547390058
1,29.52,33.335,51,15.0013,0,0,3,20,5,2011,1,5.241747015059643,4.6913478822291435
1,28.7,32.575,58,15.0013,0,0,3,21,5,2011,1,5.123963979403259,4.454347296253507
1,28.7,32.575,65,19.0012,0,0,3,22,5,2011,1,4.919980925828125,4.189654742026425
1,27.88,31.82,61,15.0013,0,0,3,23,5,2011,1,4.68213122712422,4.127134385045092
1,27.06,31.06,65,15.0013,0,0,3,0,6,2011,1,4.5217885770490405,3.5553480614894135
1,26.24,30.305,69,12.998,0,0,3,1,6,2011,0,4.465908118654584,2.833213344056216
1,26.24,30.305,69,15.0013,0,0,3,2,6,2011,0,4.204692619390966,3.367295829986474
1,26.24,30.305,69,15.0013,0,0,3,3,6,2011,0,3.295836866004329,3.091042453358316
1,25.42,29.545,73,11.0014,0,0,3,4,6,2011,0,1.9459101490553132,1.6094379124341003
1,26.24,30.305,69,15.0013,0,0,3,5,6,2011,0,2.1972245773362196,1.6094379124341003
1,25.42,29.545,73,11.0014,0,0,3,6,6,2011,0,2.4849066497880004,2.3978952727983707
1,26.24,30.305,73,11.0014,0,0,3,7,6,2011,0,3.4339872044851463,3.044522437723423
1,27.88,31.82,65,15.0013,0,0,3,8,6,2011,1,4.30406509320417,3.828641396489095
1,29.52,33.335,58,15.0013,0,0,3,9,6,2011,1,4.709530201312334,4.31748811353631
1,30.34,34.09,60,15.0013,0,0,3,10,6,2011,1,5.181783550292085,4.852030263919617
1,31.16,34.85,55,19.0012,0,0,3,11,6,2011,1,5.501258210544727,4.997212273764115
1,31.16,34.85,55,19.0012,0,0,3,12,6,2011,1,5.497168225293202,5.181783550292085
1,32.8,37.12,49,19.9995,0,0,3,13,6,2011,1,5.60947179518496,5.303304908059076
1,32.8,37.12,49,23.9994,0,0,3,14,6,2011,1,5.572154032177765,5.1298987149230735
1,33.62,37.12,43,19.9995,0,0,3,15,6,2011,1,5.278114659230517,4.867534450455582
1,32.8,36.365,46,19.9995,0,0,3,16,6,2011,1,5.241747015059643,4.867534450455582
1,32.8,37.12,49,26.0027,0,0,3,17,6,2011,1,5.4680601411351315,4.897839799950911
1,32.8,36.365,46,19.9995,0,0,3,18,6,2011,1,5.497168225293202,4.997212273764115
1,31.16,34.85,55,19.0012,0,0,3,19,6,2011,1,5.459585514144159,4.983606621708336
1,31.16,35.605,58,16.9979,0,0,3,20,6,2011,1,5.181783550292085,4.454347296253507
1,30.34,34.09,62,15.0013,0,0,3,21,6,2011,1,5.003946305945459,4.0943445622221
1,29.52,34.09,66,15.0013,0,0,3,22,6,2011,1,4.762173934797756,4.189654742026425
1,28.7,33.335,74,8.9981,0,0,3,23,6,2011,1,4.007333185232471,3.6888794541139363
1,28.7,33.335,74,8.9981,0,1,3,0,0,2011,1,3.4339872044851463,3.091042453358316
1,28.7,33.335,74,15.0013,0,1,3,1,0,2011,1,2.1972245773362196,2.8903717578961645
1,27.06,30.305,83,15.0013,0,1,3,2,0,2011,1,2.1972245773362196,1.0986122886681098
1,27.06,30.305,78,12.998,0,1,3,3,0,2011,1,1.6094379124341003,1.3862943611198906
1,26.24,29.545,78,11.0014,0,1,3,4,0,2011,0,1.3862943611198906,0.6931471805599453
1,26.24,29.545,78,7.0015,0,1,3,5,0,2011,0,2.772588722239781,1.0986122886681098
1,26.24,28.79,83,7.0015,0,1,3,6,0,2011,0,4.564348191467836,2.3978952727983707
1,27.88,31.82,74,15.0013,0,1,3,7,0,2011,1,5.545177444479562,3.1354942159291497
1,28.7,32.575,70,12.998,0,1,3,8,0,2011,1,5.799092654460526,2.9444389791664403
1,30.34,34.85,67,15.0013,0,1,3,9,0,2011,1,5.14166355650266,3.5263605246161616
1,31.16,35.605,62,12.998,0,1,3,10,0,2011,1,4.3694478524670215,3.970291913552122
1,32.8,37.88,55,6.0032,0,1,3,11,0,2011,1,4.605170185988092,3.7612001156935624
1,32.8,38.635,59,12.998,0,1,3,12,0,2011,1,4.844187086458591,3.6888794541139363
1,33.62,39.395,56,16.9979,0,1,3,13,0,2011,1,4.836281906951478,3.332204510175204
1,33.62,39.395,56,22.0028,0,1,3,14,0,2011,1,4.672828834461906,3.4965075614664802
